sexo,edad,pobreza,y1,ytotcorh,ytot,y2_hrs,tot_per,n_ocupados,n_desocupados,v19,pobreza_sinte,asiste2,esc,educ,activ,activ2,ocup_inf,sist_salud,expr
Mujer,56,No pobres,450000,2644707,630000,180,4,2,0,250000,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,81
Hombre,43,No pobres,8e+05,8e+05,8e+05,180,4,1,0,380000,No pobres sin transferencia Covid,No asiste,11,Media técnica profesional incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,Isapre,139
Mujer,47,No pobres,,8e+05,,,4,1,0,380000,No pobres sin transferencia Covid,Asiste,10,Media humanista incompleta,Inactivos,Inactivos,,Isapre,139
Mujer,24,No pobres,,425000,,,2,1,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,84
Hombre,27,No pobres,325000,425000,425000,45,2,1,0,,No pobres sin transferencia Covid,No asiste,14,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,84
Mujer,48,No pobres,,1193333,380000,,3,2,0,250000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),89
Hombre,23,No pobres,,1193333,,,3,2,0,250000,No pobres sin transferencia Covid,Asiste,14,Técnico nivel superior incompleta,Inactivos,Inactivos,,Ninguno (particular),89
Mujer,28,No pobres,,1316500,16667,,4,2,0,60000,No pobres sin transferencia Covid,Asiste,15,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FF.AA. y del Orden y Otro Sistema,40
Mujer,37,No pobres,2e+05,700287,443835,180,3,1,0,250000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,182
Hombre,45,Pobres no extremos,,368283,247961,,4,0,2,80000,Pobres no extremos sin transferencia Covid,No asiste,12,Media técnica profesional completa,Desocupados,Desocupados,,FONASA,110
Hombre,2,No pobres,,719333,,,5,2,0,180000,No pobres sin transferencia Covid,No asiste,,Sin educación formal,,,,FONASA,101
Hombre,39,No pobres,,651000,350000,,3,2,0,2e+05,No pobres sin transferencia Covid,No asiste,15,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,56
Mujer,27,No pobres,,651000,301000,140,3,2,0,2e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,56
Mujer,41,Pobres extremos,,121965,121965,,5,0,0,3e+05,Pobres extremos sin transferencia Covid,No asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,FONASA,61
Hombre,15,No pobres,,808333,,,4,1,1,250000,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,74
Hombre,43,No pobres,,808333,150000,,4,1,1,250000,No pobres sin transferencia Covid,No asiste,15,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,74
Mujer,40,No pobres,,808333,408333,,4,1,1,250000,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Desocupados,Desocupados,,FONASA,74
Mujer,13,No pobres,,808333,,,4,1,1,250000,No pobres sin transferencia Covid,No asiste,,Básica incompleta,,,,FONASA,74
Mujer,40,Pobres extremos,,190000,,,3,0,0,150000,Pobres extremos sin transferencia Covid,No asiste,8,Básica completa,Inactivos,Inactivos,,FONASA,61
Hombre,31,Pobres extremos,,190000,,,3,0,0,150000,Pobres extremos sin transferencia Covid,No asiste,1,Básica incompleta,Inactivos,Inactivos,,FONASA,61
Mujer,18,No pobres,,389147,,,2,1,0,50000,No pobres sin transferencia Covid,Asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,44
Mujer,46,No pobres,206000,389147,389147,100,2,1,0,50000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,44
Mujer,46,No pobres,,419167,29167,,2,1,1,70000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,42
Mujer,43,No pobres,,420000,,,3,1,0,170000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,57
Hombre,42,No pobres,420000,420000,420000,,3,1,0,170000,No pobres sin transferencia Covid,No asiste,18,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,57
Mujer,17,No pobres,,420000,,,3,1,0,170000,No pobres sin transferencia Covid,Asiste,11,Media humanista incompleta,Inactivos,Inactivos,,FONASA,57
Hombre,38,No pobres,,1089260,808750,,5,1,0,180000,No pobres sin transferencia Covid,No asiste,10,Media técnica profesional incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,49
Mujer,51,No pobres,180000,753612,359396,90,5,1,0,180000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,111
Mujer,37,Pobres no extremos,,345167,345167,,3,1,0,250000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,98
Hombre,14,Pobres no extremos,,345167,,,3,1,0,250000,Pobres no extremos sin transferencia Covid,Asiste,,Media humanista incompleta,,,,FONASA,98
Mujer,36,No pobres,250000,953980,253980,120,3,2,0,210000,No pobres sin transferencia Covid,No asiste,14,Técnico nivel superior completo,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,77
Mujer,10,No pobres,,2466666,,,4,2,0,3e+05,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,Isapre,308
Hombre,5,No pobres,,2466666,,,4,2,0,3e+05,No pobres sin transferencia Covid,Asiste,,Sin educación formal,,,,Isapre,308
Mujer,33,No pobres,,733393,,,3,1,0,,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Inactivos,Inactivos,,FONASA,84
Mujer,41,Pobres no extremos,133000,310290,283980,128,4,1,0,120000,Pobres extremos sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,313
Mujer,20,Pobres no extremos,,310290,,,4,1,0,120000,Pobres extremos sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,313
Mujer,51,No pobres,,905000,3e+05,,3,2,0,220000,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,207
Hombre,11,No pobres,,905000,,,3,2,0,220000,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,207
Hombre,58,No pobres,6e+05,905000,605000,180,3,2,0,220000,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,207
Mujer,22,Pobres extremos,,223131,10833,,7,0,0,150000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,130
Mujer,52,Pobres extremos,,223131,6000,,7,0,0,150000,Pobres extremos sin transferencia Covid,No asiste,11,Media humanista incompleta,Inactivos,Inactivos,,FONASA,130
Hombre,25,No pobres,320000,940000,320000,180,3,3,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,53
Hombre,22,No pobres,320000,940000,320000,180,3,3,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,53
Mujer,27,No pobres,,940000,,,3,3,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,53
Hombre,35,No pobres,1100000,1103118,1100000,45,4,1,0,330000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,70
Hombre,14,No pobres,,1103118,3118,,4,1,0,330000,No pobres sin transferencia Covid,Asiste,,Básica completa,,,,FONASA,70
Mujer,38,No pobres,,1103118,,,4,1,0,330000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,70
Mujer,46,No pobres,,270333,120333,,1,0,0,150000,No pobres sin transferencia Covid,No asiste,2,Básica incompleta,Inactivos,Inactivos,,FONASA,76
Mujer,52,No pobres,,388334,308334,,2,1,0,180000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,17
Mujer,52,No pobres,690000,3377417,707417,180,2,2,0,,No pobres sin transferencia Covid,Asiste,18,Postgrado incompleto,Ocupados,"Ocupado, no suspendido por LPE",No,Isapre,45
Hombre,34,No pobres,,766750,3e+05,,5,2,0,3e+05,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,68
Mujer,68,No pobres,,2908334,350000,,2,1,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,39
Mujer,24,Pobres extremos,,4167,4167,,3,1,0,140000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,20
Hombre,32,No pobres,6e+05,607500,607500,44,1,1,0,170000,No pobres sin transferencia Covid,Asiste,16,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,Isapre,79
Hombre,41,Pobres no extremos,,170000,170000,,1,1,0,150000,Pobres no extremos sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,18
Mujer,8,No pobres,,1034167,,,6,2,1,350000,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,23
Mujer,11,No pobres,,1034167,,,6,2,1,350000,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,23
Hombre,37,No pobres,,1034167,784167,,6,2,1,350000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,23
Mujer,35,No pobres,,1034167,250000,,6,2,1,350000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,23
Mujer,16,No pobres,,1034167,,,6,2,1,350000,No pobres sin transferencia Covid,Asiste,9,Media humanista incompleta,Desocupados,Desocupados,,FONASA,23
Mujer,49,No pobres,,4275000,,,2,1,0,450000,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Inactivos,Inactivos,,FONASA,31
Mujer,24,No pobres,150000,880000,150000,44,4,4,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,20
Mujer,26,No pobres,130000,880000,130000,80,4,4,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,20
Hombre,50,No pobres,850000,2756667,850000,180,2,2,0,4e+05,No pobres sin transferencia Covid,No asiste,14,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,22
Mujer,26,No pobres,,958141,3333,,4,2,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,41
Hombre,30,No pobres,640000,958141,643333,192,4,2,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,41
Hombre,6,No pobres,,958141,,,4,2,0,3e+05,No pobres sin transferencia Covid,Asiste,,Sin educación formal,,,,FONASA,41
Mujer,48,No pobres,,1990833,4e+05,,4,2,0,5e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior incompleta,Inactivos,Inactivos,,Isapre,34
Mujer,44,No pobres,,850000,,,2,1,0,350000,No pobres sin transferencia Covid,No asiste,10,Media técnica profesional incompleta,Inactivos,Inactivos,,Isapre,36
Hombre,60,No pobres,1100000,1100000,1100000,240,1,1,0,3e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,75
Mujer,69,Pobres extremos,,0,,,1,0,0,80000,Pobres extremos sin transferencia Covid,No asiste,11,Media humanista incompleta,Inactivos,Inactivos,,No sabe,58
Mujer,31,Pobres no extremos,,273500,,,3,1,0,220000,Pobres no extremos sin transferencia Covid,No asiste,8,Básica completa,Inactivos,Inactivos,,FONASA,66
Hombre,8,Pobres no extremos,,273500,,,3,1,0,220000,Pobres no extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,66
Hombre,38,Pobres no extremos,260000,273500,273500,160,3,1,0,220000,Pobres no extremos sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,66
Mujer,34,No pobres,,610833,2e+05,,5,1,1,2e+05,Pobres no extremos sin transferencia Covid,No asiste,3,Básica incompleta,Desocupados,Desocupados,,FONASA,66
Hombre,36,No pobres,,610833,410833,,5,1,1,2e+05,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,66
Mujer,12,No pobres,,610833,,,5,1,1,2e+05,Pobres no extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,66
Mujer,29,No pobres,,450000,,,3,1,0,2e+05,No pobres sin transferencia Covid,No asiste,13,Media técnica profesional completa,Inactivos,Inactivos,,Ninguno (particular),66
Hombre,25,No pobres,450000,450000,450000,,3,1,0,2e+05,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",No,No sabe,66
Mujer,40,No pobres,280000,618743,292243,96,5,2,0,,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,183
Hombre,37,No pobres,326500,618743,326500,200,5,2,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,183
Mujer,18,No pobres,,618743,,,5,2,0,,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,FONASA,183
Mujer,38,No pobres,420000,570000,420000,,2,1,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,183
Hombre,25,No pobres,,992500,,,5,0,0,,No pobres sin transferencia Covid,No asiste,16,Profesional completo,Inactivos,Inactivos,,FONASA,183
Mujer,60,No pobres,,992500,,,5,0,0,,No pobres sin transferencia Covid,No asiste,8,Básica completa,Inactivos,Inactivos,,FONASA,183
Hombre,84,No pobres,,992500,,,5,0,0,,No pobres sin transferencia Covid,No asiste,8,Básica completa,Inactivos,Inactivos,,FONASA,183
Hombre,31,No pobres,,992500,592500,,5,0,0,,No pobres sin transferencia Covid,No asiste,16,Profesional completo,Inactivos,Inactivos,,FONASA,183
Mujer,31,No pobres,,992500,,,5,0,0,,No pobres sin transferencia Covid,No asiste,13,Profesional incompleto,Inactivos,Inactivos,,FONASA,183
Mujer,37,No pobres,4e+05,806667,402500,160,2,2,0,370000,No pobres sin transferencia Covid,No asiste,15,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,183
Mujer,40,No pobres,380000,830000,380000,180,2,2,0,180000,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,83
Hombre,50,No pobres,,830000,450000,,2,2,0,180000,No pobres sin transferencia Covid,Asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,83
Mujer,32,Pobres extremos,,38810,25655,,2,1,1,150000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,83
Hombre,18,Pobres extremos,,38810,13155,,2,1,1,150000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FF.AA. y del Orden y Otro Sistema,83
Mujer,46,Pobres no extremos,,401000,1e+05,,4,1,0,350000,Pobres no extremos sin transferencia Covid,No asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,FONASA,83
Mujer,30,Pobres no extremos,301000,401000,301000,,4,1,0,350000,Pobres no extremos sin transferencia Covid,No asiste,17,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,83
Mujer,6,Pobres no extremos,,401000,,,4,1,0,350000,Pobres no extremos sin transferencia Covid,Asiste,,Sin educación formal,,,,FONASA,83
Mujer,25,No pobres,280000,537167,537167,20,1,1,0,3e+05,No pobres sin transferencia Covid,No asiste,13,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,296
Hombre,35,No pobres,7e+05,1130000,1130000,180,2,1,0,260000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,FONASA,163
Mujer,28,No pobres,,1130000,,,2,1,0,260000,No pobres sin transferencia Covid,No asiste,13,Media técnica profesional completa,Inactivos,Inactivos,,Ninguno (particular),163
Mujer,41,No pobres,,826667,826667,,1,1,0,350000,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,112
Mujer,39,Pobres extremos,,78155,65000,,2,0,0,150000,Pobres extremos sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,113
Mujer,17,Pobres extremos,,221965,,,4,1,0,,Pobres extremos sin transferencia Covid,Asiste,11,Media humanista incompleta,Inactivos,Inactivos,,Ninguno (particular),113
Mujer,33,Pobres extremos,,221965,221965,,4,1,0,,Pobres extremos sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,No sabe,113
Mujer,16,No pobres,,644312,,,6,2,0,120000,No pobres sin transferencia Covid,Asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,113
Hombre,12,No pobres,,644312,,,6,2,0,120000,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,113
Mujer,43,No pobres,,644312,145371,,6,2,0,120000,No pobres sin transferencia Covid,No asiste,0,Sin educación formal,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,113
Hombre,20,No pobres,,644312,,,6,2,0,120000,No pobres sin transferencia Covid,No asiste,13,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,113
Mujer,31,No pobres,,644312,,,6,2,0,120000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,113
Hombre,14,No pobres,,644312,,,6,2,0,120000,No pobres sin transferencia Covid,Asiste,,Media humanista incompleta,,,,FONASA,113
Hombre,72,No pobres,,437462,137462,,2,1,1,150000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,113
Mujer,52,No pobres,3e+05,437462,3e+05,180,2,1,1,150000,No pobres sin transferencia Covid,No asiste,9,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,113
Mujer,44,Pobres no extremos,,138155,138155,,1,0,1,150000,Pobres extremos sin transferencia Covid,No asiste,10,Media humanista incompleta,Desocupados,Desocupados,,FONASA,113
Mujer,39,No pobres,350000,443167,383167,180,3,1,0,150000,No pobres sin transferencia Covid,No asiste,15,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,126
